0,0.22222222
1,0.16666667
2,0.22222222
3,0.19444445
4,0.17777778
5,0.18518518
6,0.20634921
7,0.22222222
8,0.24691358
9,0.25555557
10,0.27272728
11,0.2685185
12,0.26495728
13,0.26984128
14,0.28148147
15,0.29166666
16,0.3006536
17,0.30864197
18,0.30994153
19,0.31666666
20,0.31746033
21,0.3181818
22,0.30917874
23,0.30555555
24,0.31555554
25,0.31196582
26,0.31687242
27,0.31349206
28,0.31800765
29,0.31851852
30,0.3154122
31,0.3125
32,0.3164983
33,0.3137255
34,0.31428573
35,0.3148148
36,0.3153153
37,0.31578946
38,0.32478634
39,0.32777777
40,0.33333334
41,0.33068782
42,0.3255814
43,0.32323232
44,0.3160494
45,0.32608697
46,0.32624114
47,0.3263889
48,0.32879817
49,0.32666665
50,0.32461873
51,0.32478634
52,0.3249476
53,0.3251029
54,0.32525253
55,0.32738096
56,0.32163742
57,0.3218391
58,0.32015067
59,0.32222223
60,0.32422587
61,0.32437277
62,0.3227513
63,0.32291666
64,0.31794873
65,0.3181818
66,0.3217247
67,0.32026145
68,0.31561998
69,0.31587303
70,0.31611893
71,0.31635803
72,0.31659058
73,0.3198198
74,0.31851852
75,0.31871346
76,0.31746033
77,0.31766382
78,0.31786215
79,0.31805557
80,0.31824416
81,0.3184282
82,0.3172691
83,0.32010582
84,0.31895426
85,0.31782946
86,0.31800765
87,0.31439394
88,0.31210986
89,0.31358024
90,0.31501833
91,0.31400967
92,0.3154122
93,0.3144208
94,0.3122807
95,0.3125
96,0.31386024
97,0.31292516
98,0.31200898
99,0.31111112
100,0.31353134
101,0.3137255
102,0.31391585
103,0.31410256
104,0.31534392
105,0.3144654
106,0.31568018
107,0.3148148
108,0.3149847
109,0.3151515
110,0.3163163
111,0.3184524
112,0.3166175
113,0.3177388
114,0.31980675
115,0.31896552
116,0.31813866
117,0.31920904
118,0.31839404
119,0.3212963
120,0.32139578
121,0.32149363
122,0.32249323
123,0.3234767
124,0.32444444
125,0.32539684
126,0.32370955
127,0.3263889
128,0.32385874
129,0.32307693
130,0.32315522
131,0.32323232
132,0.32330826
133,0.3225539
134,0.3234568
135,0.3243464
136,0.32522303
137,0.32447666
138,0.32294166
139,0.32380953
140,0.32308903
141,0.32472613
142,0.32478634
143,0.32561728
144,0.32413793
145,0.3242009
146,0.32426304
147,0.3250751
148,0.3251305
149,0.3237037
150,0.32303163
151,0.32456142
152,0.32534495
153,0.32611832
154,0.32616487
155,0.32549858
156,0.3269639
157,0.32911393
158,0.32983926
159,0.32916668
160,0.32988268
161,0.32921812
162,0.32924336
163,0.33197832
164,0.33131313
165,0.3313253
166,0.330672
167,0.33068782
168,0.3307035
169,0.33006537
170,0.33008447
171,0.33074936
172,0.3307643
173,0.33141762
174,0.3320635
175,0.3320707
176,0.3327056
177,0.33146068
178,0.3308504
179,0.32962963
180,0.32842234
181,0.32905984
182,0.328476
183,0.32850242
184,0.32792792
185,0.32795697
186,0.3285799
187,0.32742316
188,0.32804233
189,0.32807016
190,0.32867947
191,0.3298611
192,0.3287277
193,0.32932416
194,0.33048433
195,0.33106577
196,0.33107728
197,0.33164984
198,0.3316583
199,0.33333334
200,0.33388612
201,0.33388337
202,0.332786
203,0.33333334
204,0.33387533
205,0.33333334
206,0.33333334
207,0.33386752
208,0.3328017
209,0.33333334
210,0.33333334
211,0.33333334
212,0.33385497
213,0.33385253
214,0.33385012
215,0.33487654
216,0.33486944
217,0.33486238
218,0.3338407
219,0.33282828
220,0.3323278
221,0.33233234
222,0.33084205
223,0.33035713
224,0.32938272
225,0.32940018
226,0.32941753
227,0.32992202
228,0.33042213
229,0.33091787
230,0.32996634
231,0.32902297
232,0.32904148
233,0.32953465
234,0.32907802
235,0.32862523
236,0.3286451
237,0.32819796
238,0.32775453
239,0.32731482
240,0.32826188
241,0.3278237
242,0.32876086
243,0.32832423
244,0.32834467
245,0.32791328
246,0.32838506
247,0.32750896
248,0.32708612
249,0.3262222
250,0.32625055
251,0.32583773
252,0.32674572
253,0.3263342
254,0.32592592
255,0.32552084
256,0.32598358
257,0.32601205
258,0.32604033
259,0.32564104
260,0.32524478
261,0.32485157
262,0.32572877
263,0.32617846
264,0.32662475
265,0.32581455
266,0.32709113
267,0.327529
268,0.32796365
269,0.32839507
270,0.32759327
271,0.32761437
272,0.32763532
273,0.32806164
274,0.3272727
275,0.32769728
276,0.3273165
277,0.32693845
278,0.32696137
279,0.32738096
280,0.32779756
281,0.32663515
282,0.32705143
283,0.32668233
284,0.32592592
285,0.32634032
286,0.32597753
287,0.3267747
288,0.32641292
289,0.32720307
290,0.32646048
291,0.32648402
292,0.32612818
293,0.32690853
294,0.32730696
295,0.3265766
296,0.32659933
297,0.32662192
298,0.32701597
299,0.32740742
300,0.3274271
